iter	Logloss
287	0.2669684122
288	0.2667184744
289	0.2664009437
290	0.265935148
291	0.2656354487
292	0.2653627556
293	0.2649873573
294	0.2647457539
295	0.2643616825
296	0.2638294836
297	0.2635676027
298	0.2631765343
299	0.2628059664
300	0.2622810733
301	0.2619553798
302	0.26171753
303	0.2614173195
304	0.2611179676
305	0.2606868801
306	0.2605005751
307	0.2601399019
308	0.2596827632
309	0.259334765
310	0.2590783473
311	0.258928319
312	0.2586737238
313	0.2584016272
314	0.2580392215
315	0.2578271844
316	0.2574304556
317	0.2570748964
318	0.2566891645
319	0.2562792797
320	0.2559414682
321	0.2556365709
322	0.2552109853
323	0.254845592
324	0.2545902872
325	0.2542719373
326	0.2540200484
327	0.2537706389
328	0.2534444136
329	0.2530014334
330	0.2526278431
331	0.2522634222
332	0.2518870914
333	0.2517654063
334	0.2514671728
335	0.2511487068
336	0.250824731
337	0.2504513234
338	0.2501614365
339	0.2499085869
340	0.2496825513
341	0.2492884457
342	0.2489492071
343	0.2486173835
344	0.2484960455
345	0.2479229702
346	0.2474868041
347	0.247257325
348	0.247117703
349	0.2468490437
350	0.2466439923
351	0.2463783068
352	0.24619369
353	0.2457539915
354	0.2454348011
355	0.2451571728
356	0.2449901434
357	0.2447048553
358	0.244350793
359	0.2440749361
360	0.243726092
361	0.2432527497
362	0.242677792
363	0.2423981815
364	0.2420634225
365	0.2417587404
366	0.2415314514
367	0.2413798717
368	0.2410995223
369	0.240804011
370	0.2404729214
371	0.2400757054
372	0.2398229269
373	0.2396209677
374	0.239398369
375	0.2389743771
376	0.2387417018
377	0.2385256621
378	0.2382805907
379	0.2380836041
380	0.2377414646
381	0.2374326256
382	0.2371272187
383	0.236929033
384	0.2365553747
385	0.236319594
386	0.23614502
387	0.2359464593
388	0.2356782396
389	0.2353267411
390	0.2348185773
391	0.2344554029
392	0.2341251549
393	0.2338862995
394	0.2337897874
395	0.2335106963
396	0.233306451
397	0.2331283667
398	0.2329444595
399	0.2326652596
400	0.2323050027
401	0.2318583624
402	0.2315093642
403	0.2312006248
404	0.230970004
405	0.2307153773
406	0.2303347942
407	0.2299815552
408	0.2297750415
409	0.2294928377
410	0.2292351816
411	0.2289861812
412	0.228764423
413	0.2286127026
414	0.228328497
415	0.2279134086
416	0.2275106638
417	0.2272173171
418	0.2270419184
419	0.2268217911
420	0.2265697391
421	0.2263399819
422	0.2260380383
423	0.2258308616
424	0.2256035062
425	0.2253509668
426	0.2252390449
427	0.2249758984
428	0.2248072442
429	0.2244229772
430	0.2242024316
431	0.2238972801
432	0.2235524694
433	0.2232536189
434	0.2229337756
435	0.2227477803
436	0.2226030504
437	0.2223931773
438	0.2221510892
439	0.2219261949
440	0.2216780848
441	0.2214719395
442	0.2212235971
443	0.2209388344
444	0.2207061835
445	0.2203208425
446	0.2201018982
447	0.2199245239
448	0.2196889292
449	0.2194279273
450	0.2192547314
451	0.2190312465
452	0.218821775
453	0.2185687811
454	0.2183202895
455	0.2181383917
456	0.2177629131
457	0.2175054759
458	0.2173668829
459	0.2171074171
460	0.2168759442
461	0.2165293473
462	0.2162770426
463	0.2160395183
464	0.2158749976
465	0.2155812978
466	0.2152323926
467	0.2150432261
468	0.2148148731
469	0.2144327678
470	0.2141649457
471	0.2139443066
472	0.2138255279
473	0.2136856676
474	0.213382746
475	0.2131637044
476	0.2129968982
477	0.2126075075
478	0.2123972444
479	0.2123149231
480	0.2121249491
481	0.211971082
482	0.2118480315
483	0.2116512051
484	0.2113677958
485	0.2111784793
486	0.2110295905
487	0.2107973787
488	0.2106385717
489	0.2104094893
490	0.2101565805
491	0.2099821532
492	0.2097903544
493	0.2095830793
494	0.2094165305
495	0.2092225962
496	0.2090391263
497	0.2088668159
498	0.2085866715
499	0.2082955894
