iter	Logloss
0	0.5931891645
1	0.5188629952
2	0.4575905325
3	0.4006497727
4	0.35323286
5	0.3142335961
6	0.2811892741
7	0.2471962607
8	0.224362918
9	0.1977818626
10	0.1827798013
11	0.1606701899
12	0.1408904284
13	0.1283088495
14	0.1204812381
15	0.1143632276
16	0.1102964012
17	0.1046857833
18	0.1001977743
19	0.09558894433
20	0.09252435789
21	0.08921484746
22	0.08644003384
23	0.0835176298
24	0.08149005776
25	0.07941807642
26	0.07792861604
27	0.07649002289
28	0.07494463511
29	0.07291410246
30	0.07146609383
31	0.06994461247
32	0.0685229117
33	0.06801135685
34	0.06640331378
35	0.06580197027
36	0.0656051177
37	0.06420695766
38	0.06344252879
39	0.06280470532
40	0.06211467637
41	0.06147603752
42	0.06082674698
43	0.06003085411
44	0.05945211169
45	0.05936024673
46	0.05872834184
47	0.05843269839
48	0.05811738958
49	0.05795098505
50	0.05775239444
51	0.05737193596
52	0.0571581825
53	0.05698803178
54	0.05688876396
55	0.05652469115
56	0.05617247068
57	0.05607671172
58	0.05588735131
59	0.05563681613
60	0.05508644891
61	0.05495939742
62	0.0547360378
63	0.054337244
64	0.05397707611
65	0.05390563825
66	0.05366563119
67	0.05338255479
68	0.05323459218
69	0.05295518602
70	0.05285982104
71	0.05251237671
72	0.05215686539
73	0.05184517099
74	0.05165557689
75	0.05142197539
76	0.05115695839
77	0.05085995727
78	0.05067799914
79	0.0505301467
80	0.05041905632
81	0.05014625335
82	0.04986200757
83	0.04974709964
84	0.04966223125
85	0.04955426232
86	0.04930588324
87	0.04924811073
88	0.04919397658
89	0.04893130786
90	0.04876633924
91	0.04851565677
92	0.04842865782
93	0.04838093163
94	0.04830013252
95	0.04807719496
96	0.04805508632
97	0.04790989238
98	0.04785258776
99	0.04766212877
100	0.04749730601
101	0.047375474
102	0.04732504367
103	0.04720164177
104	0.04711110974
105	0.04694309088
106	0.04689093184
107	0.04683004955
108	0.04652002063
109	0.04628651979
110	0.04618361072
111	0.0459798638
112	0.04593049253
113	0.04588400544
114	0.04575445455
115	0.0456225108
116	0.04534757417
117	0.04526783469
118	0.04523506239
119	0.04512088734
120	0.04503296506
121	0.04489720006
122	0.0447422033
123	0.04460089485
124	0.04450519219
125	0.04440333376
126	0.04436615089
127	0.04418119111
128	0.04400692534
129	0.04392006677
130	0.04387936085
131	0.0437853404
132	0.04371602068
133	0.04363520888
134	0.04354169997
135	0.04322311673
136	0.0431305679
137	0.04309206956
138	0.042857445
139	0.04274735128
140	0.04261672929
141	0.04257942577
142	0.04245784912
143	0.04237163461
144	0.04216075778
145	0.04205006651
146	0.04200473611
147	0.04190994736
148	0.04179716113
149	0.04171180902
150	0.0415455912
151	0.04126625536
152	0.04102859909
153	0.04096831276
154	0.04089718596
155	0.04076072578
156	0.04060046403
157	0.04048596545
158	0.04045040902
159	0.04043136273
160	0.04025882468
161	0.0401513173
162	0.04013152279
163	0.04008536229
164	0.0400700513
165	0.03995474643
166	0.03987068171
167	0.03985725273
168	0.03977414123
169	0.03968068915
170	0.03966378766
171	0.03959011726
172	0.03949617253
173	0.03940574493
174	0.03916564931
175	0.03903847771
176	0.03899964796
177	0.03894570354
178	0.03886380126
179	0.03880117737
180	0.03869440748
181	0.03866684604
182	0.03864160566
183	0.03847386217
184	0.03845101306
185	0.03832741854
186	0.03826493241
187	0.03821543122
188	0.03816000108
189	0.03800198485
190	0.0378866884
191	0.03780067912
192	0.037751229
193	0.03760533032
194	0.03749163361
195	0.03743691324
196	0.03733058703
197	0.03719998921
198	0.03713850386
199	0.03699558
200	0.03696788207
201	0.03682809208
202	0.03663186389
203	0.03658692724
204	0.03653182008
205	0.03649167326
206	0.03638521176
207	0.03627131793
208	0.03621920974
209	0.03617944269
210	0.03614517746
211	0.03608286284
212	0.03598750739
213	0.0359519098
214	0.03587730707
215	0.03582240795
216	0.03576407474
217	0.0357157254
218	0.03561804461
219	0.03555644343
220	0.0355390581
221	0.03552467453
222	0.03551216292
223	0.03543566408
224	0.03534265598
225	0.03531847147
226	0.03523210337
227	0.03517561112
228	0.03516717664
229	0.03514411539
230	0.03508854602
231	0.03507630346
232	0.0350441409
233	0.03503722507
234	0.03497751768
235	0.03485595563
236	0.03482035496
237	0.03474623483
238	0.03461307647
239	0.03451907944
240	0.03451151854
241	0.03445177949
242	0.03441474153
243	0.03431422208
244	0.03427458048
245	0.03424937283
246	0.03413093459
247	0.03403166381
248	0.03402268683
249	0.03399977781
250	0.03389427132
251	0.03381853377
252	0.03379966507
253	0.03375720909
254	0.0336463953
255	0.03352772373
256	0.03348832641
257	0.03345111097
258	0.0333291124
259	0.03330377858
260	0.03319369295
261	0.03317485033
262	0.03309747748
263	0.03307069804
264	0.0330084003
265	0.03293603385
266	0.03289711678
267	0.03285578886
268	0.03277217397
269	0.03268281619
270	0.03267632097
271	0.03248131966
272	0.03247558508
273	0.03236692393
274	0.03232838086
275	0.03222024648
276	0.03212800984
277	0.03206375548
278	0.03204801391
279	0.03191243084
280	0.03188638248
281	0.03187765582
282	0.03181052456
283	0.03180590535
284	0.03178209189
285	0.03173377453
286	0.03161848191
287	0.03158544711
288	0.03158545681
289	0.03141401181
290	0.0313383835
291	0.03132776917
292	0.03130470934
293	0.03126010855
294	0.0311126405
295	0.03101770158
296	0.0308814531
297	0.03084261706
298	0.03078563972
299	0.03073073222
300	0.03058903588
301	0.03056595715
302	0.03053171165
303	0.03051541914
304	0.0303789361
305	0.03037888276
306	0.03035928353
307	0.03032155754
308	0.0301810849
309	0.03015979629
310	0.03006516595
311	0.02994657043
312	0.02986654617
313	0.02984688824
314	0.02978301863
315	0.02977264624
316	0.02963860585
317	0.02961967113
318	0.02961113731
319	0.02958738936
320	0.02951793931
321	0.02948303751
322	0.02944821104
323	0.02937820072
324	0.02935333259
325	0.0293453462
326	0.02927245531
327	0.0292299186
328	0.02916074806
329	0.02901897383
330	0.0290158944
331	0.02888779431
332	0.02887862818
333	0.02879840248
334	0.02877885906
335	0.02875561063
336	0.0286810855
337	0.02860826864
338	0.02858391409
339	0.02855953205
340	0.02848128814
341	0.02842677792
342	0.02834459807
343	0.02828692321
344	0.02825411935
345	0.02819807565
346	0.02812883848
347	0.02809301165
348	0.02808651386
349	0.02808494988
350	0.02803628728
351	0.02797845955
352	0.02795202737
353	0.02785369428
354	0.02783220764
355	0.02778090488
356	0.02773593999
357	0.02771452026
358	0.0276820166
359	0.02761811198
360	0.02755416961
361	0.02742017551
362	0.02737403503
363	0.02735254813
364	0.02729742043
365	0.02726627274
366	0.02715308717
367	0.02712096165
368	0.0270932274
369	0.027083252
370	0.02700430675
371	0.02693364497
372	0.02687238868
373	0.02678391042
374	0.02676144022
375	0.02669751864
376	0.02659237015
377	0.0265701105
378	0.02650171579
379	0.02646033636
380	0.0264090755
381	0.02635846572
382	0.02629906813
383	0.02622190975
384	0.02621556229
385	0.02617345965
386	0.02613517775
387	0.02610216577
388	0.02602279774
389	0.02601351634
390	0.02594053659
391	0.02588806877
392	0.0257450104
393	0.0256573387
394	0.0256301768
395	0.0255846564
396	0.02554931546
397	0.0255178641
398	0.02550325983
399	0.0254808661
